Nombre,Direccion,Latitud,Longitud
2A. COMISARÍA DE GRANEROS,"Guillermo Berrios 88, 2850000 Graneros, O'Higgins Region, Chile",-34.06972163038543,-70.72359808776582
5A. COMISARÍA DE PEUMO,"José Manuel Balmaceda 289, 3070000 Peumo, O'Higgins Region, Chile",-34.3958562,-71.16882340000001
3A. COMISARÍA DE PICHILEMU,"Bernardo O'Higgins 4, 2720000 Pichilemu, O'Higgins Region, Chile",-34.388559694387716,-72.00219265372374
1A. COMISARÍA RANCAGUA,"Avenida General José de San Martín 181, 2843020 Rancagua, O'Higgins Region, Chile",-34.16695911228562,-70.74556816125454
3A. COMISARÍA RANCAGUA ORIENTE,"Avenida Bombero Domingo Villalobos 549, 2831562 Rancagua, O'Higgins Region, Chile",-34.173544610172414,-70.71134702428941
PREFECTURA CACHAPOAL N° 11,"Oficial Carlos María O'Carrol 609, 2840800 Rancagua, O'Higgins Region, Chile",-34.1710014,-70.7449981
SUCMOMISARÍA DIEGO PORTALES,"Constanza 720, 2830493 Rancagua, O'Higgins Region, Chile",-34.159268558376596,-70.7149285968236
VI ZONA LIBERTADOR BERNARDO O´HIGGINS,"Teniente Coronel José Bernardo Cuevas 679, 2840524 Rancagua, O'Higgins Region, Chile",-34.1685784,-70.7442723
7MA COMISARIA CONTROL ORDEN PUBLICO,"Camino Las Bandurrias 314, 2840000 Requínoa, O'Higgins Region, Chile",-34.2390147,-70.7920264
SUBCOMISARIA IAT RANCAGUA,"Ruta Travesía, 2840000 Coltauco, O'Higgins Region, Chile",-34.2180843,-70.7748104
4A. COMISARÍA DE RENGO,"Balmaceda 290, 2940640 Rengo, O'Higgins Region, Chile",-34.4087059938315,-70.86408361826511
RETEN POPETA,"Ruta H-665, Rengo, O'Higgins Region, Chile",-34.441843612549555,-70.78162757024825
TENENCIA ROSARIO,"Manuel Bulnes 94, 2840000 Rengo, O'Higgins Region, Chile",-34.34478512302322,-70.83665903988117
1A. COMISARIA SAN FERNANDO,"Teniente Hernán Merino Correa 619, 3070000 San Fernando, O'Higgins Region, Chile",-34.58653988297483,-70.98897646587574
PREFECTURA COLCHAGUA N° 12,"Valdivia 635, 3070000 San Fernando, O'Higgins Region, Chile",-34.5865,-70.9893686
RETEN AGUA BUENA,"Ruta I-309, 3070000 San Fernando, O'Higgins Region, Chile",-34.6503549,-70.8527302
RETEN ANGOSTURA,"Calle Angostura 14, San Fernando, O'Higgins Region, Chile",-34.542074805988456,-70.96717066627048
RETEN PUENTE NEGRO (F),"Ruta I-45, 3070000 San Fernando, O'Higgins Region, Chile",-34.684656,-70.8743254
RETEN ROMA,"Ruta I-151, 3070000 San Fernando, O'Higgins Region, Chile",-34.58178740756775,-70.91028507715151
6A. COMISARÍA DE SAN VICENTE,"Germán Riesco 1200, 3070000 San Vicente de Tagua Tagua, O'Higgins Region, Chile",-34.438607907944835,-71.08082286582533
RETEN PUENTE BADEN,"Ciclovía El Tambo, San Vicente de Tagua Tagua, O'Higgins Region, Chile",-34.47752842095328,-70.98002706821256
RETEN ZUÑIGA,"Ruta H-588, 3070000 San Vicente de Tagua Tagua, O'Higgins Region, Chile",-34.362902479738345,-71.09781396475273
2A. COMISARÍA DE SANTA CRUZ,"General del Canto 24, 3340000 Santa Cruz, O'Higgins Region, Chile",-34.64077017592443,-71.36520610510956
RETEN RAPEL DE NAVIDAD,"Ignacio Carrera Pinto 1, 2720000 Navidad, O'Higgins Region, Chile",-33.94165574522226,-71.73643986728814
TENENCIA NAVIDAD,"Juan Montes 254, 2720000 Navidad, O'Higgins Region, Chile",-33.952907896578395,-71.83189581667102
TENENCIA LITUECHE,"Hermanos Carrera 809, 2720000 Litueche, O'Higgins Region, Chile",-34.11719909486428,-71.72689963348392
RETEN CENTRAL RAPEL,"Ruta I-62-G, 2720000 Litueche, O'Higgins Region, Chile",-34.02576713036716,-71.54210611547046
RETEN LLALLAUQUEN,"Ruta H-790, Las Cabras, O'Higgins Region, Chile",-34.2197413,-71.44091320000001
SUBCOMISARÍA LAS CABRAS,"Avenida Las Acacias 930, 3070000 Las Cabras, O'Higgins Region, Chile",-34.29384160782881,-71.31215262678802
TENECIA EL MANZANO,"Avenida El Manzano, 9580000 Las Cabras, O'Higgins Region, Chile",-34.183205856856304,-71.40132890464156
TENENCIA NANCAGUA,"Acacias 115, 3070000 Nancagua, O'Higgins Region, Chile",-34.64991811,-71.20637317
TENENCIA MARCHIHUE,"José Miguel Carrera 1273, 3070000 Marchigüe, O'Higgins Region, Chile",-34.3984431,-71.6189388
RETEN PAREDONES,"Avenida Doctor Moore 21, 3340000 Paredones, O'Higgins Region, Chile",-34.648578530644684,-71.89946461719666
RETEN PEDRO DE ALCANTARA,"Alessandri, 3340000 Paredones, O'Higgins Region, Chile",-34.769635716009404,-71.83721655152056
RETEN LA ESTRELLA,"O'Higgins 134, 2720000 La Estrella, O'Higgins Region, Chile",-34.2050567,-71.6541526
SUBCOMISARÍA SAN FRANCISCO DE MOSTAZAL,"San Guillermo 520, 2850000 Mostazal, O'Higgins Region, Chile",-33.98371989783253,-70.70763855969955
RETEN LA PUNTA,"Conde de la Conquista 150, 2850000 Mostazal, O'Higgins Region, Chile",-34.00129513820102,-70.64673187739231
TENENCIA CODEGUA,"O'Higgins 389, 2850000 Codegua, O'Higgins Region, Chile",-34.039201753414545,-70.66823839975052
RETEN PANGAL (F),"Central Pangal, 291 Machalí, O'Higgins Region, Chile",-34.2389446,-70.44435120000003
SUBCOMISARÍA MACHALI,"Arturo Prat 179, 2911336 Machalí, O'Higgins Region, Chile",-34.1779010866218,-70.65154078923524
TENENCIA COYA,"Pedro Aguirre Cerda 186, 2910000 Machalí, O'Higgins Region, Chile",-34.20812234,-70.53186502
RETEN ALMAHUE VIEJO,"Manuel Rodríguez 272, 3070000 Pichidegua, O'Higgins Region, Chile",-34.412693319423745,-71.23661257588162
TENENCIA PICHIDEGUA,"Avenida Independencia 740, 3070000 Pichidegua, O'Higgins Region, Chile",-34.361042605470296,-71.27899498095093
RETEN IDAHUE,"Ruta H-30, 3070000 Coltauco, O'Higgins Region, Chile",-34.318806324332044,-71.1368044943485
TENENCIA COLTAUCO,"Arturo Prat 366, 3070000 Coltauco, O'Higgins Region, Chile",-34.2878314,-71.08453729999997
RETEN MILLAHUE,"Ruta H-590, Coinco, O'Higgins Region, Chile",-34.30784212432272,-71.02427645337309
TENENCIA COINCO,"Avenida Bernardo O'Higgins 285, 2840000 Coinco, O'Higgins Region, Chile",-34.26756541581556,-70.94986558072151
RETEN GUACARHUE,"Ruta H-56 43, 3070000 Quinta de Tilcoco, O'Higgins Region, Chile",-34.35457408700685,-71.01750737489556
TENENCIA QUINTA TILCOCO,"Manuel Flores 30, 3070000 Quinta de Tilcoco, O'Higgins Region, Chile",-34.3543291923412,-70.96447724957915
RETEN LO MIRANDA,"Avenida Pedro de Miranda 913, 2840000 Doñihue, O'Higgins Region, Chile",-34.1899648,-70.89104420000001
SUBCOMISARÍA DOÑIHUE,"Las Rosas 487, 2840000 Doñihue, O'Higgins Region, Chile",-34.221922320876885,-70.9719950312828
RETEN LOS LIRIOS,"Bernardo O’Higgins 360, 2840000 Requínoa, O'Higgins Region, Chile",-34.22302740346669,-70.78506691779097
SUBCOMISARÍA REQUINOA,"Caupolicán 9, 2840000 Requínoa, O'Higgins Region, Chile",-34.2869187,-70.81945059999998
TENENCIA OLIVAR,"Emilio Redard 133, 2840000 Olivar, O'Higgins Region, Chile",-34.2101946740148,-70.81829357707602
SUBCOMISARÍA CARRETERAS I.A.T. CACHAPOAL,"Camino Termas 18, 2840000 Olivar, O'Higgins Region, Chile",-34.20054328130041,-70.7594131081292
RETEN LOLOL,"El Arrayán 220, 3340000 Lolol, O'Higgins Region, Chile",-34.72450177893909,-71.640439115557
RETEN PUMANQUE,"11 de Septiembre 30, 3340000 Pumanque, O'Higgins Region, Chile",-34.5993867,-71.6528697
RETEN POBLACION,"Barros Luco 400, 3070000 Peralillo, O'Higgins Region, Chile",-34.4523982004266,-71.54857166501233
TENENCIA PERALILLO,"Cardenal Caro 578, 3070000 Peralillo, O'Higgins Region, Chile",-34.47839820998558,-71.47656778650821
RETEN HUIQUE,"Avenida Naranjal 400, 3070000 Palmilla, O'Higgins Region, Chile",-34.522720370372035,-71.37590976627047
TENENCIA CHEPICA,"18 de Septiembre 2314, 3340000 Chépica, O'Higgins Region, Chile",-34.72855735512068,-71.27304710436886
RETEN PLACILLA COLCHAGUA,"Miraflores 27, 3070000 Placilla, O'Higgins Region, Chile",-34.6356513,-71.1202451
SUBCOMISARÍA CHIMBARONGO,"Valentín Letelier 5, 3090000 Chimbarongo, O'Higgins Region, Chile",-34.705415071081404,-71.0406842966213
TENENCIA CARRETERA COLCHAGUA,"Ruta 5 Sur 5, Chimbarongo, O'Higgins Region, Chile",-34.63149145040246,-70.9906411799011
4A. COMISARÍA DE CAUQUENES,"Membrillar 420, 3691072 Cauquenes, Maule Region, Chile",-35.96725549225139,-72.3100727495547
RETEN CORONEL DE MAULE,"Comercio, 3690000 Cauquenes, Maule Region, Chile",-36.05231997404896,-72.45588062883604
RETEN ESTACIÓN CAUQUENES,"Salinas 205, 3690518 Cauquenes, Maule Region, Chile",-35.98415654643571,-72.31099192783967
RETEN POCILLAS,"Arturo Prat, 3690000 Cauquenes, Maule Region, Chile",-36.16134623140191,-72.22895271534424
RETEN QUELLA,"Ruta M-750, 3690000 Cauquenes, Maule Region, Chile",-36.05727454700683,-72.09095693372956
RETEN SAUZAL,"Colegio, 369 Cauquenes, Maule Region, Chile",-35.7210795,-72.1263937
2A. COMISARÍA DE CHANCO,"Abdón Fuentealba 251, 3690000 Chanco, Maule Region, Chile",-35.734423,-72.5344536
2A. COMISARÍA DE CONSTITUCIÓN,"Portales 420, 3560247 Constitución, Maule Region, Chile",-35.33050479107401,-72.41234962367099
RETEN PUTU,"Constitución 230, 3560000 Constitución, Maule Region, Chile",-35.2134611,-72.2845461
RETEN VILLA SANTA OLGA,"Los Castaños 121, 3560000 Constitución, Maule Region, Chile",-35.4508951,-72.2786987
1A. COMISARÍA DE CURICÓ,"Avenida San Martín 610, 3341982 Curicó, Maule Region, Chile",-34.9898924307887,-71.24250371349183
PREFECTURA CURICO,"Avenida San Martín 623, 3341982 Curicó, Maule Region, Chile",-34.9896739,-71.2426539
RETEN LOS NICHES,"Ruta J-65, 3340000 Curicó, Maule Region, Chile",-35.07751806733116,-71.14800773705787
RETEN SARMIENTO,"Camino Principal 890, 3340000 Curicó, Maule Region, Chile",-34.934958579885766,-71.20136202883606
RETEN TUTUQUEN,"Pasaje San Lorenzo 2063, 3344027 Curicó, Maule Region, Chile",-34.97578436629341,-71.26292325963874
SUBCOMISARÍA SANTA FE,"Las Punas 598, 3340097 Curicó, Maule Region, Chile",-34.96564746593318,-71.24366409934657
TENENCIA AGUAS NEGRAS,"Calle Licantén 907, 3346085 Curicó, Maule Region, Chile",-34.99684023401743,-71.24855790131647
TENENCIA POTRERO GRANDE (F),"Ruta J-65, 3380000 Curicó, Maule Region, Chile",-35.203690600564,-71.0752885493244
2A. COMISARÍA DE LICANTÉN,"Mataquito 90, 3460000 Licantén, Maule Region, Chile",-34.9849475,-71.9861333
RETEN ILOCA,"Emilio Hernández, 3560000 Licantén, Maule Region, Chile",-34.9363525,-72.17921839999997
1A. COMISARÍA LINARES,"Manuel Rodríguez 252, 3580000 Linares, Maule Region, Chile",-35.8492306,-71.59870260000002
PREFECTURA LINARES N° 15,"Valentín Letelier 376, 3580000 Linares, Maule Region, Chile",-35.8490797,-71.598646
RETEN ACHIBUENO (F),"Puente Las Sombras, 3580000 Linares, Maule Region, Chile",-36.0866555,-71.38876749999997
RETEN EMBALSE ANCOA,"Ruta L-429, 3580000 Linares, Maule Region, Chile",-35.907166,-71.29026980000003
RETEN PALMILLA,"Palmilla, 3580000 Linares, Maule Region, Chile",-35.8095571,-71.7377909
RETEN VARA GRUESA,"Ruta L-11, 3580000 Linares, Maule Region, Chile",-35.83116788864974,-71.52124643446888
TENENCIA CARRETERA LINARES,"Ruta 5 Sur KM 301, 3580000 Linares, Maule Region, Chile",-35.8412477,-71.6293409
SUBCOMISARÍA SUBOF. CRISTIAN MARTINEZ,"Caupolicán 820, 3580000 Linares, Maule Region, Chile",-35.86564325570736,-71.5930862338189
TENENCIA ORIENTE,"Valentín Letelier 1289, 3580706 Linares, Maule Region, Chile",-35.8513601,-71.5853741
4A. COMISARÍA DE MOLINA ,"Maipú 2030, 3380779 Molina, Maule Region, Chile",-35.11589208042544,-71.28009029629516
RETEN AGUA FRIA (F),"Ruta J-743, 3380000 Molina, Maule Region, Chile",-35.306659832931324,-71.09175964662705
RETEN BUENA PAZ,"Ruta J-741, 3380000 Molina, Maule Region, Chile",-35.1602732,-71.16535199999998
RETEN ENTRE RIOS,"Óscar Commentz 102, 3380000 Molina, Maule Region, Chile",-35.077828648138876,-71.26048794476799
RETEN ITAHUE,"Caletera Ruta 5 Sur, 3380000 Molina, Maule Region, Chile",-35.1385193168193,-71.36352850282913
RETEN LONTUE,"Simón Bolívar 7, 3380116 Molina, Maule Region, Chile",-35.0556906951737,-71.27580587175828
3A. COMISARÍA PARRAL,"San Martín 770, 3630365 Parral, Maule Region, Chile",-36.1444712,-71.8227781
RETEN BULLILEO (F),"Ruta L-735, 3630000 Parral, Maule Region, Chile",-36.2875415,-71.4160836
RETEN CATILLO,"Avenida Diego Portales, 3630000 Parral, Maule Region, Chile",-36.28811089427298,-71.65211022698361
RETEN DIGUA,"Ruta L-751, 3630000 Parral, Maule Region, Chile",-36.2357803,-71.5465197
TENENCIA REINA LUISA,"Victoria 305, 3630000 Parral, Maule Region, Chile",-36.15049392126428,-71.8324723441803
1A. COMISARÍA SAN CLEMENTE,"Alejandro Cruz 349, 3480000 San Clemente, Maule Region, Chile",-35.5360243,-71.48560470000001
RETEN BAJOS DE LIRCAY,"Ruta J-75-K, 3480000 San Clemente, Maule Region, Chile",-35.497242485221314,-71.31708077486877
RETEN LA MINA (F),"Ruta 115 CH, San Clemente, Maule Region, Chile",-35.82475794952917,-70.79445629206543
RETEN LAS LOMAS,"Ruta K-551, San Clemente, Maule Region, Chile",-35.48397074832996,-71.22273459444273
RETEN MARIPOSAS,"Ruta K-579, 3480000 San Clemente, Maule Region, Chile",-35.52991086251843,-71.42153545581971
RETEN PASO NEVADO,"Ruta 115 CH, San Clemente, Maule Region, Chile",-35.7204041,-71.19359096931151
RETEN QUERI,"Camino Queri, 3480000 San Clemente, Maule Region, Chile",-35.59003143998869,-71.43077709814759
5A. COMISARÍA DE SAN JAVIER,"Loncomilla 41, 3470000 San Javier, Maule Region, Chile",-35.59619599835564,-71.73277457694519
RETEN HUERTA DEL MAULE,"Manuel Montt, 3470000 San Javier, Maule Region, Chile",-35.6616977,-71.9448375
RETEN MELOZAL,"Ruta L-32, 3580000 San Javier, Maule Region, Chile",-35.73546206466997,-71.79980528769681
RETEN NIRIVILO,"Cementerio, 3560000 San Javier, Maule Region, Chile",-35.54332811061031,-72.094583709787
RETEN SANTA ANA DE LOS LOBOS,"Ruta L-30-K, 3470000 San Javier, Maule Region, Chile",-35.59095020473495,-71.89837998280336
SUBCOMISARÍA I.A.T. TALCA,"Avenida Bernardo O'Higgins 676, 3460000 Talca, Maule Region, Chile",-35.42145803264964,-71.6665564539781
3A. COMISARÍA DE TALCA (U),"Avenida Bernardo O'Higgins 676, 3460000 Talca, Maule Region, Chile",-35.4214716,-71.66674330000001
4A. COMISARÍA CANCHA RAYADA (S.U),"Calle 17 Norte 1140, 3465837 Talca, Maule Region, Chile",-35.4048771,-71.6531329
PREFECTURA TALCA N° 14,"Avenida Bernardo O'Higgins 567, 3460000 Talca, Maule Region, Chile",-35.4214472,-71.6670731
RETEN EL SAUCE,"Avenida San Miguel, 3480000 Talca, Maule Region, Chile",-35.47908877851025,-71.55243479755325
TENENCIA ABATE MOLINA,"Río Calle Calle 1313, 3472778 Talca, Maule Region, Chile",-35.44311601175096,-71.65956782883609
TENENCIA CARLOS TRUPP,"Avenida Circunvalación 30 Oriente, 3480859 Talca, Maule Region, Chile",-35.44023590030725,-71.63251133290629
TENENCIA LA FLORIDA,"13 Sur 190, 3474088 Talca, Maule Region, Chile",-35.4338956376704,-71.6797231653967
TENENCIA TALCA ORIENTE,"Calle 2 Sur 2149, 3460405 Talca, Maule Region, Chile",-35.42986901644773,-71.6449160219957
VII ZONA DE CARABINEROS MAULE,"Avenida Bernardo O'Higgins 676, 3460000 Talca, Maule Region, Chile",-35.4214804,-71.6666246
SUBCOMISARIA FF.EE TALCA,"Avenida 8 Sur 3010, 3480174 Talca, Maule Region, Chile",-35.44051792332847,-71.63286099817938
RETEN CURANIPE,"Avenida Padre Samuel Jofré KM 3, 3690000 Pelluhue, Maule Region, Chile",-35.8432038,-72.6301747
RETEN PELLUHUE,"Abdón Fuentealba 17, 3690000 Pelluhue, Maule Region, Chile",-35.81193782720974,-72.5734355576721
RETEN LLICO,"Ignacio Carrera Pinto, 3560000 Vichuquén, Maule Region, Chile",-34.76527057951087,-72.07757132913065
RETEN VICHUQUEN,"El Manzano 277, 3560000 Vichuquén, Maule Region, Chile",-34.8786054,-71.99424099999999
RETEN AQUELARRE,"Ruta J-852, 3560000 Vichuquén, Maule Region, Chile",-34.8492319,-72.03889200000003
RETEN HUAQUEN,"Ruta J-76-K, Curepto, Maule Region, Chile",-35.1175978,-71.69038560000001
RETEN SANTA ROSA HUALEMU,"O'Higgins 18, 3380000 Sagrada Familia, Maule Region, Chile",-35.0416047,-71.30763869999998
RETEN VILLA PRAT,"Ruta J-68, 3460000 Sagrada Familia, Maule Region, Chile",-35.0976593,-71.61619280000002
TENENCIA SAGRADA FAMILIA,"Valdivia 705, 3380000 Sagrada Familia, Maule Region, Chile",-34.9993633191278,-71.37883374442168
RETEN LA HUERTA,"Avenida Chiripilco, 3460000 Hualañé, Maule Region, Chile",-35.0903676,-71.6574114
TENENCIA HUALAÑE,"O'Higgins 32, 3460000 Hualañé, Maule Region, Chile",-34.9779022,-71.80104649999998
TENENCIA RAUCO,"Avenida Diego Portales KM 9, 3340000 Rauco, Maule Region, Chile",-34.925164800527675,-71.31655334223831
RETEN LOS QUEÑES (F),"Avenida Ramón Freire, 3340000 Romeral, Maule Region, Chile",-34.9997575,-70.8114768
TENENCIA CARRETERA CURICO,"Ruta 5 Sur, 3340000 Romeral, Maule Region, Chile",-34.939120155774226,-71.17697376190188
TENENCIA ROMERAL,"Pasaje Pilar Pereira 1251, 3340000 Romeral, Maule Region, Chile",-34.96103660944281,-71.1289514823967
RETEN CONVENTO,"Ruta L-551, 3580000 Longaví, Maule Region, Chile",-36.0549383,-71.56560769999999
SUBCOMISARÍA LONGAVI,"1 Sur 384, 3580000 Longaví, Maule Region, Chile",-35.9674463,-71.68376690000002
RETEN COPIHUE,"Avenida Bernardo O'Higgins, 3630000 Retiro, Maule Region, Chile",-36.0897065,-71.79853409999998
RETEN VILLASECA,"Ruta L-600, Retiro, Maule Region, Chile",-35.864591205310276,-71.84213968769683
TENENCIA RETIRO,"Avenida Errázuriz 266, 3630000 Retiro, Maule Region, Chile",-36.0561398,-71.7641559
RETEN EL MELADO (F),"Sendero de Chile, 361 Linares, Maule Region, Chile",-35.8567514,-71.0540924
RETEN SEMILLEROS,"Ruta L-171, 3580000 Yerbas Buenas, Maule Region, Chile",-35.6755188,-71.4691785
TENENCIA COLBUN,"Bernardo O'Higgins 415, 3580000 Colbún, Maule Region, Chile",-35.6965822,-71.40630959999999
RETEN ESTACION VILLA ALEGRE,"Avenida Esperanza 234, 3580000 Villa Alegre, Maule Region, Chile",-35.6944976,-71.67699099999999
RETEN PUTAGAN,"Putagán, 3580000 Villa Alegre, Maule Region, Chile",-35.7660875,-71.6658228
SUBCOMISARÍA VILLA ALEGRE,"Avenida Abate Molina 925, 3580000 Villa Alegre, Maule Region, Chile",-35.68058298315754,-71.74054500603421
RETEN SANTA ANA QUERI,"Ruta L-139, Yerbas Buenas, Maule Region, Chile",-35.6216915,-71.46807239999998
RETEN YERBAS BUENAS,"Avenida Centenario 49, 3600000 Yerbas Buenas, Maule Region, Chile",-35.7494134,-71.58481760000001
RETEN CAMARICO,"Ruta K-31, 3380000 Río Claro, Maule Region, Chile",-35.220444145632165,-71.42376200509534
RETEN EL PORVENIR,"Cruce Ruta 5 - Lontué - Punta Diamante - Cruce Ruta 115 CH (Bajo Perquín), 3380000 Río Claro, Maule Region, Chile",-35.16191359667547,-71.28707593735732
RETEN EL RADAL (F),"Ruta J-755, 3380000 Molina, Maule Region, Chile",-35.4183154791442,-71.04932699319284
TENENCIA RIO CLARO,"Casimiro Sepúlveda, 3380000 Río Claro, Maule Region, Chile",-35.2817764,-71.2578037
RETEN GUALLECO,"Bernardo O'Higgins 1, 3470000 Curepto, Maule Region, Chile",-35.2470502,-71.98204820000001
TENENCIA CUREPTO,"Manuel Rodríguez 14, 3570000 Curepto, Maule Region, Chile",-35.09132183356674,-72.02020522824245
RETEN EMPEDRADO,"General Bueras 275, 3560000 Empedrado, Maule Region, Chile",-35.59086870000001,-72.28113462023771
RETEN BOTALCURA,"Ruta K-260, Pencahue, Maule Region, Chile",-35.28213988054513,-71.77471424662701
RETEN CORINTO,"Capitán Ignacio Carrera Pinto, 3470000 Pencahue, Maule Region, Chile",-35.44312317413531,-71.86935222268448
TENENCIA PENCAHUE,"Fernando Parot Silva, 3470000 Pencahue, Maule Region, Chile",-35.398392361299884,-71.79795450813481
TENENCIA SAN RAFAEL,"Concón 382, 3490000 San Rafael, Maule Region, Chile",-35.3084371,-71.5215075
SUBCOMISARÍA I.A.T. Y CARRETERAS TALCA,"Ruta 5 Sur, San Rafael, Maule Region, Chile",-35.315787066385866,-71.53483667857358
TENENCIA PELARCO,"Catedral 50, 3480000 Pelarco, Maule Region, Chile",-35.3833655,-71.44622759999999
RETEN COLIN,"Ruta K-614, 3470000 Maule, Maule Region, Chile",-35.47115974480329,-71.74660194432118
RETEN SAN JOSE DE DUAO,"Ruta K-635, Maule, Maule Region, Chile",-35.557362,-71.58876190000001
TENENCIA MAULE,"Avenida Balmaceda 140, 3470000 Maule, Maule Region, Chile",-35.5243047,-71.6916582
1A. COMISARÍA DE ARAUCO,"Tucapel 395, 4360756 Arauco, Biobío Region, Chile",-37.24744247329256,-73.32265336352066
RETEN CARAMPANGUE,"Vicente Millán 142, 4210000 Arauco, Biobío Region, Chile",-37.25721740668864,-73.24306729740886
TENENCIA CARRETERA LARAQUETE,"Los Copihues, 4210000 Arauco, Biobío Region, Chile",-37.1674394,-73.1864956
3A. COMISARÍA DE CAÑETE,"Arturo Prat 484, 4390480 Cañete, Biobío Region, Chile",-37.80008040918589,-73.39979466062294
7A.COMISARÍA CHIGUAYANTE,"Bio Bio 495, 4110356 Chiguayante, Biobío Region, Chile",-36.939831602090166,-73.02688596030646
1A. COMISARÍA CONCEPCIÓN,"Obispo Hipólito Salas 329, 4070243 Concepcion, Biobío Region, Chile",-36.83068299803864,-73.05520803683635
2A. COMISARÍA CONCEPCIÓN,"Brasil 1235, 4060813 Concepcion, Biobío Region, Chile",-36.8112597,-73.0508565
PREFECTURA CONCEPCION,"Avenida Jorge Alessandri 9350, Concepcion, Biobío Region, Chile",-36.797657,-73.067789
VIII ZONA DE CARABINEROS BÍO BÍO,"Castellón 893, 4070094 Concepcion, Biobío Region, Chile",-36.8266514,-73.0465041
5A. COMISARÍA FF.EE.,"Avenida Jorge Alessandri 1, 4600000 Concepcion, Biobío Region, Chile",-36.7995469,-73.0690079
4A. COMISARÍA DE CORONEL,"Los Carrera 753, 4201532 Coronel, Biobío Region, Chile",-37.029834677752774,-73.1459797926284
RETEN ISLA SANTA MARIA,"Alonso de Ercilla, 420 Coronel, Biobío Region, Chile",-37.04339088124058,-73.51191385092619
RETEN LO ROJAS,"Pedro Aguirre Cerda 1014, 4201618 Coronel, Biobío Region, Chile",-37.0233563,-73.1680127
SUBCOMISARÍA VILLA MORA,"Héroes de la Concepción 1199, 4200142 Coronel, Biobío Region, Chile",-37.00720002780924,-73.15869205235009
SUBCOMISARÍA LAGUNILLAS CARAB. RODOLFO ORELLANA,"Los Nogales 3412, 4192344 Coronel, Biobío Region, Chile",-36.98154581460846,-73.15806188954923
4A. COMISARÍA DE CURANILAHUE,"Caupolicán 929, 4210000 Curanilahue, Biobío Region, Chile",-37.473522750677546,-73.34358378084926
4A. COMISARÍA DE HUALPÉN,"Bucarest 2485, 4603254 Hualpén, Biobío Region, Chile",-36.7829847,-73.10205659999997
2A. COMISARÍA DE LEBU,"Saavedra 754, 4210000 Lebu, Biobío Region, Chile",-37.61157674951154,-73.65634916627045
PREFECTURA ARAUCO,"Saavedra 754, 4210000 Lebu, Biobío Region, Chile",-37.6116142,-73.6559494
RETEN ISLA MOCHA,"Lebu, Chile",-38.343621,-73.91297989999998
1A. COMISARÍA LOS ÁNGELES,"Avenida Ricardo Vicuña 405, 4441179 Los Ángeles, Biobío Region, Chile",-37.47226721488481,-72.35133676484509
PREFECTURA BIO BIO,"Colón 34, 4441183 Los Ángeles, Biobío Region, Chile",-37.4723157,-72.3511327
SUBCOMISARÍA CABO 1° SEPULVEDA PARRAGUEZ,"Avenida Orompello 3600, 4441075 Los Ángeles, Biobío Region, Chile",-37.4607836,-72.3683769
RETEN EL ALAMO,"Ruta Q-45, 4430000 Los Ángeles, Biobío Region, Chile",-37.432212420209666,-72.18466497486878
RETEN SAN CARLOS DE PUREN,"Avenida San Carlos de Purén 1, 4430000 Los Ángeles, Biobío Region, Chile",-37.5941011616633,-72.277561353399
SUBCOMISARÍA PAILLIHUE,"Avenida Francisco Encina 10, 4431129 Los Ángeles, Biobío Region, Chile",-37.48747486818356,-72.34262454938022
TENENCIA CARRETERA BIO BIO,"Ruta 5 Sur, Los Ángeles, Biobío Region, Chile",-37.545873563169174,-72.30873524351654
TENENCIA CENTENARIO,"Almagro 1475, 4450230 Los Ángeles, Biobío Region, Chile",-37.45671737037127,-72.34518685731035
RETEN SANTA FE,"O'Higgins 138, 4440000 Los Ángeles, Biobío Region, Chile",-37.466317111605626,-72.58334530792985
3A. COMISARÍA DE LOTA,"Senda Peatonal Lota Bajo 1002, 4210000 Lota, Biobío Region, Chile",-37.08859311296949,-73.15983821719664
2A. COMISARÍA DE MULCHÉN,"Salvo 619, 4530002 Mulchén, Biobío Region, Chile",-37.7190238357183,-72.23706743349197
TENENCIA  BIO BIO (F),"Calle Butalelbún, 4430000 Alto Biobío, Biobío Region, Chile",-37.8823502,-71.6362861
3A. COMISARÍA DE NACIMIENTO,"Manuel Bulnes 39, 4650000 Nacimiento, Biobío Region, Chile",-37.501842351345175,-72.66844989942138
3A. COMISARÍA DE PENCO,"O'Higgins 418, 4150291 Penco, Biobío Region, Chile",-36.739556356168116,-72.99373277950377
TENENCIA LIRQUEN,"Avenida Pedro Aguirre Cerda 99, 4070078 Penco, Biobío Region, Chile",-36.71429735403175,-72.97448442029213
6A. COMISARÍA DE SAN PEDRO DE LA PAZ,"Tucapel 635, 4130000 San Pedro de la Paz, Biobío Region, Chile",-36.854433695314,-73.13801099304226
TENENCIA SAN PEDRO DE LA PAZ,"Roncesvalles 55, 4130413 San Pedro de la Paz, Biobío Region, Chile",-36.842289171549396,-73.11328830973332
4A. COMISARÍA DE SANTA BÁRBARA,"Pasaje Serviu 179, 4430000 Santa Bárbara, Biobío Region, Chile",-37.67006973538662,-72.02657288009306
RETEN VILLUCURA,"Ruta Q-605, Santa Bárbara, Biobío Region, Chile",-37.5573116,-71.90773730000001
2A. COMISARÍA DE TALCAHUANO,"Avenida Colón 773, 4270092 Talcahuano, Biobío Region, Chile",-36.71628728316226,-73.10953380387673
