Nombre,Direccion,Latitud,Longitud
2A. COMISARIA DE PUERTO AYSEN,"Bernardo O'Higgins 553, 6000000 Aysén, Aysén Region, Chile",-45.406128480025714,-72.69720626125536
RETEN PUERTO AGUIRRE,"General San Martín 377, 600 Aysén, Aysén Region, Chile",-45.1645255,-73.52425310000001
RETEN PUERTO CHACABUCO,"Avenida Jose Maria Caro 335, 6000000 Aysén, Aysén Region, Chile",-45.46175727715607,-72.8191375036248
RETÉN VILLA MAÑIHUALES,"Eusebio Ibar (Carretera Austral) 1716, 5950000 Aysén, Aysén Region, Chile",-45.177662034533896,-72.1499661767798
4A. COMISARIA COCHRANE (F),"Las Golondrinas 436, 6050000 Cochrane, Aysén Region, Chile",-47.2533463,-72.5741287
5A. COMISARIA C.O.P. AYSEN,"Avenida Almirante Simpson 2382, 5950047 Coyhaique, Aysén Region, Chile",-45.5852908,-72.0410981
3A. COMISARIA DE CHILE CHICO (F),"Avenida Bernardo O'Higgins 192, 6050000 Chile Chico, Aysén Region, Chile",-46.540061994323786,-71.72410991864547
RETEN PUERTO GUADAL,"Las Camelias 430, 6050000 Chile Chico, Aysén Region, Chile",-46.84448439297852,-72.70139542944577
RETEN PUYUHUAPI,"Bernardo O'Higgins 613, 6000000 Cisnes, Aysén Region, Chile",-44.32492499390086,-72.55804537208178
RETEN RAUL MARIN BALMACEDA,"Las Hermanas, 5700000 Cisnes, Aysén Region, Chile",-43.7762477,-72.9537723
TENENCIA LA JUNTA,"Carretera Austral KM 269, 6000000 Cisnes, Aysén Region, Chile",-43.97243617732481,-72.40183917517572
SUBCOMISARÍA PUERTO CISNES,"José María Caro, 6000000 Cisnes, Aysén Region, Chile",-44.72728901140264,-72.68301292628377
PREFECTURA DE AYSEN,"Avenida General Baquedano 511, 5950000 Coyhaique, Aysén Region, Chile",-45.5698492,-72.0638961
1A. COMISARÍA DE COYHAIQUE,"Avenida General Baquedano 500, 5950000 Coyhaique, Aysén Region, Chile",-45.56976575919555,-72.06388242190849
SUBCOMISARÍA EL BLANCO (M.C),"Carretera Austral KM 33, 5950000 Coyhaique, Aysén Region, Chile",-45.8088233,-71.9184401
RETEN LAGO CASTOR (F),"Camino Paso Triana, 5950000 Coyhaique, Aysén Region, Chile",-45.5813962,-71.74422340000001
RETEN PUESTO VIEJO (F),"Jerónimo de Alderete KM 63, 5950000 Coyhaique, Aysén Region, Chile",-45.2689483,-71.71337340000002
RETEN VILLA ORTEGA,"Carretera Austral, 5950000 Coyhaique, Aysén Region, Chile",-45.373134355085284,-71.99635225187836
TENENCIA  BALMACEDA (F),"Los Carrera, 5950000 Coyhaique, Aysén Region, Chile",-45.91094311622928,-71.69175488994568
TENENCIA COYHAIQUE ALTO (F),"Camino Punta El Monte, 5950000 Coyhaique, Aysén Region, Chile",-45.4801974,-71.60410769999999
RETEN MELINKA,"Los Huilliches, 5700000 Guaitecas, Aysén Region, Chile",-43.8966968,-73.7480754
RETEN LAGO VERDE (F),"Valle Quinto 52, 5950000 Lago Verde, Aysén Region, Chile",-44.2397411,-71.8478806
RETEN RIO CISNES (F),"Camino Paso Appeleg, Lago Verde, Aysén Region, Chile",-44.497551154010445,-71.30710927588905
RETÉN VILLA LA TAPERA,"Padre Ronchi, 5950000 Lago Verde, Aysén Region, Chile",-44.6476477,-71.6711062
SUBCOMISARÍA VILLA OHIGGINS (F),"Río Mayer KM 1240, 6050000 O’Higgins, Aysén Region, Chile",-48.47076216786797,-72.5602715795145
TENENCIA RIO MAYER (F),"Cruce X-91 - Entrada Mayer - Paso Río Mayer Ribera Norte, 6050000 O’Higgins, Aysén Region, Chile",-48.2095441,-72.32435370000002
TENENCIA TTE. HERNAN MERINO CORREA (F),"Ruta X-915, O’Higgins, Aysén Region, Chile",-48.86929409960298,-72.74220548102033
RETEN RIO TRANQUILO,"El Salto 390, 6050000 Río Ibáñez, Aysén Region, Chile",-46.62674900565247,-72.67547359614179
TENENCIA PUERTO INGENIERO IBAÑEZ (F),"Avenida General Carrera 202, 6050000 Río Ibáñez, Aysén Region, Chile",-46.2942451,-71.93306489999998
RETEN CALETA TORTEL,"Pasarela Padre Antonio Ronchi, 6050000 Tortel, Aysén Region, Chile",-47.8018648,-73.53785089999997
4A. COMISARIA COCHRANE,"Esmeralda 522, 6050000 Cochrane, Aysén Region, Chile",-47.25332261017879,-72.57205166780687
RETEN ENTRADA BAKER (F),"Camino Paso Roballos, 6050000 Cochrane, Aysén Region, Chile",-47.18392794346061,-71.97392672085147
RETEN PUERTO TORO (F),"Cape Horn, Chile",-55.083286,-67.07453379999998
4A. COMISARÍA PUERTO WILLIAMS (F),"Piloto Pardo 256, 6350063 Cape Horn, Region of Magallanes and Chilean Antarctica, Chile",-54.93402486950467,-67.5986858823328
TENENCIA YENDEGAIA (F),"Ruta Y-85, Cape Horn, Region of Magallanes and Chilean Antarctica, Chile",-54.866587651492175,-68.69036438525006
RETEN MORRO CHICO (F),"Ruta 9 Norte, 6210000 Laguna Blanca, Region of Magallanes and Chilean Antarctica, Chile",-52.05530195503021,-71.42842459776949
RETEN VILLA TEHUELCHES,"Santiago Alvarez KM 100, 6210000 Laguna Blanca, Region of Magallanes and Chilean Antarctica, Chile",-52.42786665585612,-71.41579280407393
2A. COMISARÍA DE PUERTO NATALES,"Tomás Rogers 274, 6160953 Puerto Natales, Region of Magallanes and Chilean Antarctica, Chile",-51.72753509158926,-72.50636727779488
RETEN DOROTEA (F),"Ruta 250 CH, 6210000 Puerto Natales, Region of Magallanes and Chilean Antarctica, Chile",-51.60442791772668,-72.33392639629517
SUBCOMISARÍA CASAS VIEJAS (F),"Ruta 9 Norte, Puerto Natales, Region of Magallanes and Chilean Antarctica, Chile",-51.69970792955336,-72.32866966985807
RETEN PUERTO EDEN,"Puerto Natales, Chile",-49.122449013289035,-74.42353283003308
3A. COMISARÍA DE PORVENIR,"Chiloé 902, 6210000 Porvenir, Region of Magallanes and Chilean Antarctica, Chile",-53.29630615265672,-70.376811974205
TENENCIA SAN SEBASTIAN (F),"Ruta 257 CH, 6210000 Porvenir, Region of Magallanes and Chilean Antarctica, Chile",-53.321113734615196,-68.66098877420501
1A COMISARIA DE PUNTA ARENAS ,"Mateo de Toro y Zambrano 1837, 6201081 Punta Arenas, Region of Magallanes and Chilean Antarctica, Chile",-53.1645243,-70.93036849999999
PREFECTURA MAGALLANES,"Plaza Benjamín Muñoz Gamero 1072, 6200555 Punta Arenas, Region of Magallanes and Chilean Antarctica, Chile",-53.1620631,-70.90923529999998
RETEN AGUA FRESCA,"Camino Laguna Parrillar, 6200000 Punta Arenas, Region of Magallanes and Chilean Antarctica, Chile",-53.40402391890154,-70.9917595538119
SUBCOMISARÍA  RIO SECO,"Ruta 9 Norte, 6210000 Punta Arenas, Region of Magallanes and Chilean Antarctica, Chile",-53.0553394,-70.8609801
SUBCOMISARÍA I.A.T. PUNTA ARENAS,"Ruta 9 Sur 1460, 6200000 Punta Arenas, Region of Magallanes and Chilean Antarctica, Chile",-53.2020746,-70.9379908
TENENCIA KON AIKEN,"Ruta 9 Norte, Punta Arenas, Region of Magallanes and Chilean Antarctica, Chile",-52.916084,-70.903018
RETEN CAÑADON GRANDE (F),"Camino Punta Dungeness, San Gregorio, Region of Magallanes and Chilean Antarctica, Chile",-52.1916647,-69.21086120000001
RETEN TENIENTE HERNAN MERINO CORREA (F),"Ruta Y-455, San Gregorio, Region of Magallanes and Chilean Antarctica, Chile",-52.0257998,-70.7349188
TENENCIA MONTE AYMOND (F),"Ruta 255 CH, 6210000 San Gregorio, Region of Magallanes and Chilean Antarctica, Chile",-52.14576275140814,-69.51689080118865
RETEN PAMPA GUANACO (F),"Ruta Y-85, 621 Timaukel, Region of Magallanes and Chilean Antarctica, Chile",-54.04913590239063,-68.80196899444275
RETEN CERRO GUIDO (F),"Ruta 9 Norte, 6210000 Torres del Paine, Region of Magallanes and Chilean Antarctica, Chile",-50.94134973858241,-72.45709361838533
RETEN TORRES DEL PAINE,"Ruta 9 Norte, 6210000 Torres del Paine, Region of Magallanes and Chilean Antarctica, Chile",-51.2592686,-72.34611089999999
TENENCIA CERRO SOMBRERO (F),"Arturo Prat 191, 6210000 Primavera, Region of Magallanes and Chilean Antarctica, Chile",-52.7722278,-69.28755000000001
TENENCIA VILLA ALHUE,"18 de Septiembre 450, 9790000 Alhué, Santiago Metropolitan Region, Chile",-34.03080319164984,-71.10059091457362
15A. COMISARIA DE BUIN,"14 de Febrero 45, 9500024 Buin, Santiago Metropolitan Region, Chile",-33.72827207357754,-70.74452948285784
TENENCIA ALTO JAHUEL,"Miraflores 9, 9500000 Buin, Santiago Metropolitan Region, Chile",-33.73202850007863,-70.68403793005706
TENENCIA LINDEROS,"Francisco Javier Krugger 229, 9500000 Buin, Santiago Metropolitan Region, Chile",-33.7599105,-70.73577840000002
TENENCIA VILUCO,"Ruta G-46 1908, Buin, Santiago Metropolitan Region, Chile",-33.78235472538732,-70.79158911484217
SUBCOMISARÍA MAIPO,"García 196, 9510000 Buin, Santiago Metropolitan Region, Chile",-33.72959635315528,-70.77456478030604
SUBCOMISARÍA CALERA DE TANGO,"Avenida Calera de Tango 779, 9560000 Calera de Tango, Santiago Metropolitan Region, Chile",-33.63123856933523,-70.75845260468918
SUBCOMISARÍA CERRILLOS,"Buzeta 3986, 9210032 Cerrillos, Santiago Metropolitan Region, Chile",-33.47952283129692,-70.68788300361206
34A. COMISARÍA VISTA ALEGRE,"Avenida Las Torres 7468, 9200316 Cerrillos, Santiago Metropolitan Region, Chile",-33.49899855612633,-70.73235714929967
45A. COMISARÍA DE CERRO NAVIA,"Los Conquistadores 7350, 9110053 Cerro Navia, Santiago Metropolitan Region, Chile",-33.4228550673347,-70.7429483756847
8A. COMISARÍA DE COLINA,"General San Martín KM 29, 9350000 Colina, Santiago Metropolitan Region, Chile",-33.2041264012908,-70.6758849976215
TENENCIA CARRETERA COLINA,"Autopista Los Libertadores, 9350000 Colina, Santiago Metropolitan Region, Chile",-33.21738587638709,-70.67629060251619
SUBCOMISARÍA CHICUREO,"Transversal 1 2, 9360000 Colina, Santiago Metropolitan Region, Chile",-33.27835226795621,-70.65406721097565
5A. COMISARIA DE CONCHALI,"Avenida General Gambino 3707, 8540424 Conchalí, Santiago Metropolitan Region, Chile",-33.390028935727486,-70.66013793542089
RETEN ENEAS GONEL,"Armando Carrera 4041, 8540163 Conchalí, Santiago Metropolitan Region, Chile",-33.385200625847595,-70.65878599966572
SUBCOMISARÍA CONCHALI NORTE,"Ignacio Carrera Pinto 6208, 8550014 Conchalí, Santiago Metropolitan Region, Chile",-33.36693295004939,-70.68955424867573
63A COMISARIA CURACAVI,"Avenida Ambrosio O'Higgins 2211, 9630444 Curacaví, Santiago Metropolitan Region, Chile",-33.40138354442522,-71.12013504456331
TENENCIA CARRETERA CURACAVI,"Ruta 68, 963 Curacaví, Santiago Metropolitan Region, Chile",-33.40568745900355,-71.18889781282803
39A. COMISARÍA EL BOSQUE ,"Los Raulíes 11240, 8031313 El Bosque, Santiago Metropolitan Region, Chile",-33.565717977378576,-70.66598594150366
TENENCIA EL BOSQUE PONIENTE,"El Pillán 1266, 8020500 El Bosque, Santiago Metropolitan Region, Chile",-33.55184207392855,-70.68838514441558
RETEN EL PAICO,"Avenida Los Libertadores 2006, 9810000 El Monte, Santiago Metropolitan Region, Chile",-33.689643320676296,-71.05344527976229
TENENCIA CARRETERA MELIPILLA,"Ruta 78 KM 50, 9810000 El Monte, Santiago Metropolitan Region, Chile",-33.69758026184218,-71.03288797050016
SUBCOMISARÍA EL MONTE,"Avenida Los Libertadores 223, 9810274 El Monte, Santiago Metropolitan Region, Chile",-33.67876184124001,-70.97868340838534
21A. COMISARÍA DE ESTACIÓN CENTRAL ,"Avenida Ecuador 4050, 9170429 Estación Central, Santiago Metropolitan Region, Chile",-33.451381755901515,-70.69234022170309
58A COMISARÍA POBLACIÓN ALESSANDRI,"Antártica 4701, 9180273 Estación Central, Santiago Metropolitan Region, Chile",-33.469768060633896,-70.69887698229502
54A. COMISARÍA DE HUECHURABA,"Avenida Recoleta 5566, 8581133 Huechuraba, Santiago Metropolitan Region, Chile",-33.37476314257797,-70.63736997368011
9A. COMISARÍA DE INDEPENDENCIA,"Hipódromo Chile 1225, 8380144 Independencia, Santiago Metropolitan Region, Chile",-33.40665674038805,-70.65707423254088
30A. COMISARIA RADIOPATRULLAS E INTERVENCION POLICIAL,"Carrión 5, 8380470 Independencia, Santiago Metropolitan Region, Chile",-33.419021522261254,-70.66107921609535
57A. COMISARÍA MOTORIZADA,"Bezanilla 1558, 8380461 Independencia, Santiago Metropolitan Region, Chile",-33.41789889468,-70.66138465475103
SUBCOMISARÍA VILLA MODERNA,"Coronel Alvarado 2450, 8390052 Independencia, Santiago Metropolitan Region, Chile",-33.40490090457225,-70.67251316931151
TENENCIA JUAN ANTONIO RIOS,"Sara Gajardo 936, 8390666 Independencia, Santiago Metropolitan Region, Chile",-33.42140580365094,-70.67091579352939
RETEN LA ISLITA,"Balmaceda 3156, 9800303 Isla de Maipo, Santiago Metropolitan Region, Chile",-33.747496317621774,-70.86582944726274
TENENCIA ISLA DE MAIPO,"Manuel Rodríguez 949, 9790245 Isla de Maipo, Santiago Metropolitan Region, Chile",-33.749803291047726,-70.90271282582614
10A. COMISARÍA DE LA CISTERNA,"Gran Avenida José Miguel Carrera 9089, 7990506 La Cisterna, Santiago Metropolitan Region, Chile",-33.54100413045935,-70.66556306891414
PREFECTURA SANTIAGO SUR,"General Freire 20, 7970297 La Cisterna, Santiago Metropolitan Region, Chile",-33.5204639,-70.6596335
TENENCIA NUEVA ESPAÑA,"Avenida Industrias 8408, 7970508 La Cisterna, Santiago Metropolitan Region, Chile",-33.52844177651561,-70.67249977646986
36A. COMISARÍA DE LA FLORIDA,"Doctor Sótero del Río 321, 8250052 La Florida, Santiago Metropolitan Region, Chile",-33.53960836496922,-70.5975335147499
61A COMISARÍA CABO 2DO PABLO SILVA PIZARRO,"Avenida Departamental 3273, 8270000 La Florida, Santiago Metropolitan Region, Chile",-33.5118855408094,-70.56525058998153
SUBCOMISARÍA LOS QUILLAYES,"Galvarino 4430, 8311469 La Florida, Santiago Metropolitan Region, Chile",-33.56430460829649,-70.59346211394387
SUBCOMISARÍA LOS JARDINES,"Avenida La Florida 9081, 8242043 La Florida, Santiago Metropolitan Region, Chile",-33.534854371266704,-70.57428182255336
13A. COMISARÍA DE LA GRANJA,"Padre Juan Meyer 843, 8790303 La Granja, Santiago Metropolitan Region, Chile",-33.53535249545684,-70.6134927107289
SUBCOMISARÍA PARQUE BRASIL,"Sebastopol 90, 8780050 La Granja, Santiago Metropolitan Region, Chile",-33.5153758800964,-70.61476365919697
TENENCIA TTE. MAURICIO RIVERA LOPEZ,"Avenida Cardenal Raúl Silva Henríquez 10537, 8800000 La Granja, Santiago Metropolitan Region, Chile",-33.556339430528865,-70.61655888997143
41A. COMISARÍA LA PINTANA,"Baldomero Lillo 1901, 8822346 San Ramón, Santiago Metropolitan Region, Chile",-33.58297940628413,-70.63149720978697
TENENCIA EL CASTILLO,"La Primavera 3741, 8831237 El Bosque, Santiago Metropolitan Region, Chile",-33.59479093723171,-70.6105396406204
16A. COMISARÍA LA REINA,"Avenida Echeñique 8428, 7860158 La Reina, Santiago Metropolitan Region, Chile",-33.44157654732465,-70.5442129996942
TENENCIA BATUCO,"Uno 169, 9390000 Lampa, Santiago Metropolitan Region, Chile",-33.23850068409108,-70.80688770012279
TENENCIA CARRETERA LAMPA,"Ruta 5 Norte, Lampa, Santiago Metropolitan Region, Chile",-33.23233156137421,-70.7609236129669
59A. COMISARÍA LAMPA,"Sargento Aldea 1120, 9380000 Lampa, Santiago Metropolitan Region, Chile",-33.285524808406684,-70.87327397926208
17A. COMISARÍA LAS CONDES,"Las Tranqueras 840, 7560144 Las Condes, Santiago Metropolitan Region, Chile",-33.39427439981991,-70.55429438298876
47A. COMISARÍA LOS DOMINICOS,"47ª Comisaría de las Condes, 7600831 Las Condes, Santiago Metropolitan Region, Chile",-33.404236669326146,-70.53814399577027
SUBCOMISARIA SERVICIOS DIPLOMATICOS,"Polobanda 1957, 7571486 Las Condes, Santiago Metropolitan Region, Chile",-33.4299798,-70.5568352
53A. COMISARÍA DE LO BARNECHEA,"Avenida Lo Barnechea 1149, 7690297 Lo Barnechea, Santiago Metropolitan Region, Chile",-33.35862077870832,-70.50612834637388
RETEN FARELLONES,"Camino Los Cóndores 636, 7710000 Lo Barnechea, Santiago Metropolitan Region, Chile",-33.3523448,-70.31559190000002
SUBCOMISARÍA LO BARNECHEA,"La Quebrada 12401, 7700000 Lo Barnechea, Santiago Metropolitan Region, Chile",-33.3329283,-70.5202212
TENENCIA LO SIERRA,"Avenida Lo Espejo 3443, 9130461 Lo Espejo, Santiago Metropolitan Region, Chile",-33.53211917149135,-70.70371995767044
TENENCIA SANTA ADRIANA,"Avenida Lo Ovalle 2480, 9120813 Lo Espejo, Santiago Metropolitan Region, Chile",-33.50825587900876,-70.6790455358767
11A. COMISARÍA DE LO ESPEJO,"Cardenal José María Caro 3971, 9140131 Lo Espejo, Santiago Metropolitan Region, Chile",-33.50714411829968,-70.69642231083316
42A. COMISARIA RADIO PATRULLAS E INTERVENCION POLICIAL,"Buenaventura 3963, 9141033 Lo Espejo, Santiago Metropolitan Region, Chile",-33.5051812,-70.6952565
40A. COMISARÍA C.O.P. (ESTE),"General Velásquez, 9220010 Cerrillos, Santiago Metropolitan Region, Chile",-33.5062183,-70.6976369
44A. COMISARÍA DE LO PRADO,"Avenida San Pablo 5849, 8990031 Lo Prado, Santiago Metropolitan Region, Chile",-33.44287360129767,-70.71615840887716
46A. COMISARÍA MACUL ,"Joaquín Rodríguez 7176, 7820087 Macul, Santiago Metropolitan Region, Chile",-33.489935592935254,-70.60803718526165
25A. COMISARÍA MAIPÚ,"Bailén 2185, 9251500 Maipú, Santiago Metropolitan Region, Chile",-33.50707537697935,-70.75475607790986
52A. COMISARÍA DE RINCONADA DE MAIPÚ,"Avenida 4 Poniente 2020, 9273512 Maipú, Santiago Metropolitan Region, Chile",-33.51119995792975,-70.79086946078263
SUBCOMISARÍA MAIPÚ ORIENTE,"Avenida Parque Central Poniente 671, 9280597 Maipú, Santiago Metropolitan Region, Chile",-33.55833285789586,-70.78949399515187
TENENCIA MARIA PINTO,"Avenida Francisco Costabal Echeñique 596, 9620000 María Pinto, Santiago Metropolitan Region, Chile",-33.5156086,-71.1185795
24A. COMISARIA DE MELIPILLA,"Ortúzar 674, 9580867 Melipilla, Santiago Metropolitan Region, Chile",-33.6879271086215,-71.21551593928677
RETEN BOLLENAR,"Ruta G-74-F, Melipilla, Santiago Metropolitan Region, Chile",-33.56805966420973,-71.21124957320666
RETEN CODIGUA,"Porvenir, 9580000 Melipilla, Santiago Metropolitan Region, Chile",-33.75732807369224,-71.32432007967532
RETEN MALLARAUCO,"Ruta G-380, Melipilla, Santiago Metropolitan Region, Chile",-33.579738208754435,-71.05903438525007
RETEN POMAIRE,"San Antonio 335, 9580000 Melipilla, Santiago Metropolitan Region, Chile",-33.650794108024954,-71.1512265075803
18A. COMISARÍA ÑUÑOA,"Avenida Irarrázaval 5329, 7790752 Ñuñoa, Santiago Metropolitan Region, Chile",-33.45338561821438,-70.57553381234209
33A. COMISARÍA DE ÑUÑOA,"Avenida Marathon 1718, 7780253 Ñuñoa, Santiago Metropolitan Region, Chile",-33.47083203126184,-70.61381828035661
PREFECTURA SANTIAGO ORIENTE,"Avenida Irarrázaval 5329, 7790752 Ñuñoa, Santiago Metropolitan Region, Chile",-33.4532351,-70.5753344
ZONA METROPOLITANA ESTE,"Hamburgo 70, 7790713 Ñuñoa, Santiago Metropolitan Region, Chile",-33.4534565,-70.5766185
SUBCOMISARIA PADRE HURTADO,"Camino San Alberto Hurtado 2333, 9253139 Padre Hurtado, Santiago Metropolitan Region, Chile",-33.56894448847207,-70.81536684756429
TENENCIA SANTA ROSA DE CHENA,"Tenencia de Carabineros Jaime Saenz Neira 835, 9710000 Padre Hurtado, Santiago Metropolitan Region, Chile",-33.56425207946036,-70.79569370861765
TENENCIA CHAMPA,"Darío Pavez 132, 9540000 Paine, Santiago Metropolitan Region, Chile",-33.855048323080624,-70.76348664957669
RETEN HUELQUEN,"Camino Padre Hurtado, 954 Paine, Santiago Metropolitan Region, Chile",-33.83249064533289,-70.64184184309966
RETEN PINTUE,"Ruta G-54, 9790000 Paine, Santiago Metropolitan Region, Chile",-33.87741134517185,-70.88488662461941
64A. COMISARÍA PAINE,"Avenida General Baquedano 490, 9540862 Paine, Santiago Metropolitan Region, Chile",-33.80785729088696,-70.74157000674592
TENENCIA CARRETERA PAINE,"Ruta 5 Sur KM 53, 9540000 Paine, Santiago Metropolitan Region, Chile",-33.893717268643464,-70.73534738413088
51A. COMISARÍA DE PEDRO AGUIRRE CERDA,"Haití 4668, 8470187 Pedro Aguirre Cerda, Santiago Metropolitan Region, Chile",-33.49435798791528,-70.6842849914425
TENENCIA ALCALDE CARLOS VALDOVINOS,"Belén 3435, 8460814 Pedro Aguirre Cerda, Santiago Metropolitan Region, Chile",-33.48083232195027,-70.67429172068876
TENENCIA LA VICTORIA,"1 de Mayo 4560, 8480346 Pedro Aguirre Cerda, Santiago Metropolitan Region, Chile",-33.486749943012036,-70.67957278662396
TENENCIA PEDRO AGUIRRE CERDA,"Avenida Club Hípico 6035, 8490293 Pedro Aguirre Cerda, Santiago Metropolitan Region, Chile",-33.50390857303097,-70.6761199690074
 56A. COMISARIA PEÑAFLOR ,"18 de Septiembre 169, 9750000 Peñaflor, Santiago Metropolitan Region, Chile",-33.60759298915734,-70.901786903112
TENENCIA MALLOCO,"Avenida Balmaceda 93, 9750416 Peñaflor, Santiago Metropolitan Region, Chile",-33.60211881747886,-70.85040544298823
43A. COMISARÍA DE PEÑALOLEN,"Avenida Consistorial 2060, 7940113 Peñalolén, Santiago Metropolitan Region, Chile",-33.478144144895815,-70.54400720524097
SUBCOMISARÍA PEÑALOLEN,"Avenida Los Presidentes 6799, 7921001 Peñalolén, Santiago Metropolitan Region, Chile",-33.484029029899034,-70.56753344506444
TENENCIA SAN LUIS DE MACUL,"Principal 5682, 7930713 Peñalolén, Santiago Metropolitan Region, Chile",-33.5044061437541,-70.57750015374933
65A. COMISARÍA PIRQUE,"Avenida Concha y Toro 2278, 9480315 Pirque, Santiago Metropolitan Region, Chile",-33.63436285180231,-70.57334561527449
19A. COMISARÍA PROVIDENCIA,"Avenida José Miguel Claro 300, 7500604 Providencia, Santiago Metropolitan Region, Chile",-33.43230950285868,-70.61996019620784
SUBCOMISARIA PROVIDENCIA SUR,"Avenida Los Leones 1871, 7510891 Providencia, Santiago Metropolitan Region, Chile",-33.4363567,-70.6011805
26A. COMISARÍA DE PUDAHUEL,"Avenida Teniente Cruz 710, 8990202 Pudahuel, Santiago Metropolitan Region, Chile",-33.44842115781833,-70.73963181451387
55A. COMISARÍA SUBOFICIAL CRISTIAN VERA CONTRERAS,"Los Cerezos 427, 9060341 Pudahuel, Santiago Metropolitan Region, Chile",-33.4565872833755,-70.75508050366648
PREFECTURA SANTIAGO OCCIDENTE,"José Villagra 8122, 8990000 Pudahuel, Santiago Metropolitan Region, Chile",-33.4479902,-70.7394507
27A. COMISARÍA AEROPUERTO INTERNACIONAL,"César Copetta 878, 902 Pudahuel, Santiago Metropolitan Region, Chile",-33.4046568,-70.79277389999999
SUBCOMISARÍA PUDAHUEL NORTE,"El Arado 9033, 9021398 Pudahuel, Santiago Metropolitan Region, Chile",-33.43245573331924,-70.75984070146649
20A. COMISARÍA DE PUENTE ALTO,"José Manuel Balmaceda 431, 8180873 Puente Alto, Santiago Metropolitan Region, Chile",-33.607461760017195,-70.57526304475857
38A. COMISARÍA DE PUENTE ALTO,"Avenida Concha y Toro 3399, 8150031 Puente Alto, Santiago Metropolitan Region, Chile",-33.57891769999998,-70.58147877420504
PREFECTURA SANTIAGO CORDILLERA,"Avenida Concha y Toro 3399, 8150031 Puente Alto, Santiago Metropolitan Region, Chile",-33.578687,-70.5817015
RETEN EL PERAL,"Ciprés de las Guaitecas 3547, 8221469 Puente Alto, Santiago Metropolitan Region, Chile",-33.575162057397684,-70.57269057706833
SUBCOMISARÍA LAS VIZCACHAS,"5109, 818 Puente Alto, Santiago Metropolitan Region, Chile",-33.599005477952744,-70.52993323254088
66A. COMISARÍA BAJOS DE MENA,"La Lechería 3162, 8164062 Puente Alto, Santiago Metropolitan Region, Chile",-33.62546512161443,-70.61282693194653
62A. COMISARÍA SAN GERÓNIMO,"Real Audiencia 1254, 8164897 Puente Alto, Santiago Metropolitan Region, Chile",-33.6226846,-70.5892504
49A. COMISARÍA DE QUILICURA,"Cabo Primero Carlos Cuevas Olmos 526, 8730000 Quilicura, Santiago Metropolitan Region, Chile",-33.36552917850696,-70.74755865159
22A. COMISARÍA DE QUINTA NORMAL,"Santo Domingo 4438, 8500700 Quinta Normal, Santiago Metropolitan Region, Chile",-33.4398817,-70.695157
SUBCOMISARÍA CARRASCAL,"Embajador Gómez 2261, 8520789 Quinta Normal, Santiago Metropolitan Region, Chile",-33.42130872904643,-70.69556324860264
SUBCOMISARÍA LO BESSA,"Janequeo 5764, 8500082 Quinta Normal, Santiago Metropolitan Region, Chile",-33.4300038,-70.7147902
6A. COMISARÍA DE RECOLETA,"Gavilán 1980, 8441479 Recoleta, Santiago Metropolitan Region, Chile",-33.40932424815626,-70.64201136322936
PREFECTURA SANTIAGO NORTE,"Dávila Baeza 880, 8431651 Recoleta, Santiago Metropolitan Region, Chile",-33.42725082135427,-70.65100428888354
TENENCIA EL SALTO,"Avenida El Salto 3480, 8440461 Recoleta, Santiago Metropolitan Region, Chile",-33.394679034703195,-70.6254268587532
TENENCIA JOSÉ SANTOS OSSA,"José Santos Ossa 3401, 8440375 Recoleta, Santiago Metropolitan Region, Chile",-33.3941994396571,-70.63693276846709
SUBCOMISARÍA RECOLETA SUR,"Dávila Baeza 880, 8431651 Recoleta, Santiago Metropolitan Region, Chile",-33.427305796034034,-70.65089321408584
60A. COMISARÍA METRO SANTIAGO,"Dávila Baeza 897, 8431831 Recoleta, Santiago Metropolitan Region, Chile",-33.4270761,-70.6513362
7A. COMISARÍA DE RENCA,"Blanco Encalada 79, 8650616 Renca, Santiago Metropolitan Region, Chile",-33.40405850082183,-70.70439432561557
SUBCOMISARÍA LO VELASQUEZ,"Brasil 7845, 8660940 Renca, Santiago Metropolitan Region, Chile",-33.39830343827343,-70.74888592389482
14A. COMISARÍA SAN BERNARDO,"O'Higgins Oriente 319, 8071063 San Bernardo, Santiago Metropolitan Region, Chile",-33.5924431,-70.7013204
PREFECTURA DEL MAIPO,"Bulnes 927, 8071355 San Bernardo, Santiago Metropolitan Region, Chile",-33.6003661,-70.70366639999997
62A. COMISARIA SAN BERNARDO,"Avenida Colón Sur 713, 8051366 San Bernardo, Santiago Metropolitan Region, Chile",-33.5941967,-70.6865335
50A. COMISARÍA DE SAN JOAQUÍN,"Avenida Alcalde Carlos Valdovinos 282, 8950096 San Joaquín, Santiago Metropolitan Region, Chile",-33.48458710263193,-70.6296613951065
TENENCIA SAN GABRIEL (F),"Camino al Volcán KM 56, 9460470 San José de Maipo, Santiago Metropolitan Region, Chile",-33.782238695014044,-70.23958887116396
SUBCOMISARÍA SAN JOSE DE MAIPO (F),"Camino al Volcán 19333, 9460110 San José de Maipo, Santiago Metropolitan Region, Chile",-33.63659199628307,-70.35334700746955
12A. COMISARÍA DE SAN MIGUEL,"Gran Avenida José Miguel Carrera 3868, 8900157 San Miguel, Santiago Metropolitan Region, Chile",-33.4896961,-70.65080775211487
